text,id,label
Não vejo a hora de ver esse demônio de 9 dedos na cadeia novamente ! ! !,offensive,1
Nunca acreditei na integridade desse homem . Cheio de falso moralismo !,offensive,1
GRANDE JORNALISTA ALEXANDRE GARCIA COMPETENTE QUERIDO POVO BRASILEIRO DÊ BEM,neutral,0
E ainda mais tendo uma aliada como vc a esquerda está bem,neutral,0
"Lindo de se ver , essas crianças se preparando para um futuro militar :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:",neutral,0
FORCA benedita ! nao deixe passar em branco esse absurdo ! coronel ou nao isso e crime !,neutral,0
Essa porra eh o diabo,offensive,1
INDIOTA,offensive,1
"Boa Manu , pelos ataques dos Bozonarianos , vc está no caminho certo , da para notar que esses lixos humanos estão literalmente se cagando preferimos Venezuelanos e Hermanos do que esses esses doidos que votaram no maluco fascista , miliciano , e sua família de bandidos ! ! !",hateSpeech,2
Meu sonho minha filha estudar no colégio militar . Lindos meninas e meninas ! Avante pelo Brasil Bolsonaros !,neutral,0
Oportunista essa corrupta.Agora todos os Comunistas querem se fazer de vítimas .,hateSpeech,2
Caralho ! ! Que jornalista desgraçado ! ! !,offensive,1
Canalhada,offensive,1
Que nojoo ... que emissora lixoo ! ! !,offensive,1
Tomou ridícula ! :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:,offensive,1
Essa comunista de bosta da Globo lixo não vale nada .,hateSpeech,2
Vamos em frente ! :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: 🇧 🇷 :mãos_juntas:,neutral,0
Só um fantoche .,offensive,1
"Com o molusco solto , até o dolar não cai ! ! ! Quem confia num país que coloca o maior bandido do mundo na rua ? ? ? :rosto_sorridente_com_chifres: :rosto_sorridente_com_chifres: :rosto_sorridente_com_chifres:",hateSpeech,2
@USER Vc gostou ? acabou de falar !,neutral,0
É apenas mais uma vagabundos .,offensive,1
Pq é uma PILANTRA do mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA !,hateSpeech,2
Alguém c discernimento neste STF,neutral,0
demaisssss :sinal_de_ok: :pele_clara:,neutral,0
Concordo . Só fala merda,offensive,1
"Pirralha quer dizer criança , convém informar para essa chata e seus adoradores .",offensive,1
"O que mais tem é idiota na política PT e seus puxadinhos , são campeões na categoria .",hateSpeech,2
Bachelet vc como todo bom esquerdista é uma hipócrita . Tenha pena de vc e do seu povo .,hateSpeech,2
"Esse cara tem que ser calado , não podemos achar que seja senilidade , é um criminoso sem escrúpulos e sabe bem que está fazendo .",offensive,1
Seu fiofó,offensive,1
Chupa pobre de direita ! ! ! :rolando_no_chão_de_rir: :rolando_no_chão_de_rir:,hateSpeech,2
Vai ser muito bom Kkkkkk :naipe_de_copas:,neutral,0
Seus amados :rosto_sorridente_com_3_corações: :rosto_sorridente_com_3_corações:,neutral,0
Professor estamos contigo nós te amamos .,neutral,0
Racistas não passarão ! ! !,neutral,0
Haddad e Ricardo Coutinho ! ! Melhor governador da Paraíba,neutral,0
Lamentável ver esse tipo de coisa acontendo,neutral,0
"O MAIOR ERRO E DIZER QUE ELE DIZPORQUE NA VERDADE ELE NAO DIZ NADA , APENAS CAGA PELA BOCA ..",offensive,1
Essa esquerda não tem o que fazer,hateSpeech,2
Tá ligada que se vc continuar assim não vai ser eleita novamente nem para síndica do teu prédio neh ...,offensive,1
"Gente , para que ta dando vergonha . Não defendo nenhuma das duas , não elegi nenhuma das duas , mas respeitem-se pelo amor ! ! ! E vão trabalhar por quem elegeu vocês . Esses mimimi ta nojento !",offensive,1
"A ministra é top , não estão acostumados c mulheres inteligentes 🇧 🇷 🇧 🇷 :mãos_juntas: :mãos_juntas:",neutral,0
"Pastor do diabo , nojento , dissimulado , arrogante ... :rosto_vomitando: :rosto_vomitando: :rosto_vomitando:",hateSpeech,2
"Na moral , onde foi parar a sensatez ? Kirchner pode ser esquerda , mas é corrupta pra caralho ! ! !",hateSpeech,2
"Tão novinha e já curtindo os benefícios esquerdistas pirralha esperta , troxa é quem acredita nessas supostas pessoas preocupadas com o mundo.vai cagar no mato",hateSpeech,2
Não consigo entender ... o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz ... dá nojo esse tipo :rosto_vomitando: :rosto_vomitando: :rosto_vomitando: homem irritante ... sem noção esse lula ladrão,hateSpeech,2
"Ainda vamos ver muito absurdo antes de grande parte do bolsonarismo chucro acordar , o resto vai ser fiel não importa o que vier",hateSpeech,2
Safada :rosto_nauseado: :rosto_nauseado: :rosto_nauseado:,hateSpeech,2
Artigo 142 nestes ratos corruptos STF bandidos safados vagabundos canalhas abutres crápulas do STF derrubar está corte criminosa do Brasil,hateSpeech,2
:rosto_chorando_de_rir: :rosto_chorando_de_rir: Ela é galinha ! Pena ? ! Q é isso ! ?,hateSpeech,2
Ate hj não entendo como elegeram um idiota daquela ao invés de um.homem culto como este,offensive,1
:rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir: retardada !,offensive,1
Já sabe que a esquerda toda vai presa né .,hateSpeech,2
Será q o Bozo e seus filhos tb vão fraudar as eleições da Argentina ? ?,offensive,1
"Deus tem propósito na vida do Lula . A missão faz parte até as dores . O povo precisava entender o que realmente é uma luta de direitos . Que não foi fácil essa briga para garantir esses avanços que tivemos . É necessário perder para entender e agradecer . Muitos acham que tem direito a casa , só pelo fato de ter direito na constituição . E esquecem que passaram décadas sendo feito de gado pela elite .",neutral,0
Joice sou seu fam 100 %,neutral,0
Compartilhar e conscientizar a população URGENTE !,neutral,0
"Ah claro , vão deixar de visitar ou investir no Brasil pq o presidente chamou uma pirralha de pirralha.vai trabalhar e para de ficar focalizando",offensive,1
E tudo isso fica assim ? ! Cadê a justiça brasileira ? ! E esse poder fake-religioso vai continuar dominando o país ? !,neutral,0
#porcarosa,hateSpeech,2
Melhor legenda da história :rosto_chorando_de_rir:,neutral,0
"Se tiver que lutar pelo futuro dos meus filhos e a melhoria do meu país , eu volto para as forças armadas sem salário e ajudo a combater a esquerdalha . #lulaterroristanacadeia",hateSpeech,2
"Minha filha estudou em colégio militar a vida toda , desde o pré e sinceramente foi a melhor opção que nos fizemos . Só orgulho de completar a educação dela dentro do que é ter ordem e disciplina .",neutral,0
"Certeza q a esquerda eh doente . Apoio a maduro , Cristina . Só pode ser doença",hateSpeech,2
Não e verdade :rosto_risonho_com_olhos_sorridentes: :rosto_risonho_com_olhos_sorridentes: a verdade e quê a esquerda não presta :cadeado: :cadeado: :cadeado:,hateSpeech,2
"@USER Essa menina já foi uma boa jornalista , mas hoje ? Por questão de comodismo , para não perder o emprego , só fala :cocô: :cocô: :cocô: ! É pau mandado , só fala besteira ! É lamentável o que as pessoas fazem e falam para garantir o emprego .",offensive,1
:ogro: SILVIO DOIDO :dorso_da_mão_com_dedo_indicador_apontando_para_a_esquerda: :rosto_vomitando: :rosto_vomitando: :rosto_vomitando:,offensive,1
Hipócrita :rosto_com_símbolos_na_boca:,offensive,1
Familicia destruindo os direitos do trabalhador ...,hateSpeech,2
"São as HIENAS carregadas de perversidade e sem nenhum respeito por pela dor dos outros . Não passam de lixos ! Não merecem se quer , um segundo de atenção . Tamo com a senhora , ministra ! Estamos do teu lado sempre . :mãos_juntas:",offensive,1
@USER porque as forcas armada nao interven no STF urgente .,hateSpeech,2
E a esquerdalha PIRA .. :rolando_no_chão_de_rir: :rosto_chorando_de_rir: :rosto_risonho_com_olhos_sorridentes: :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rolando_no_chão_de_rir:,hateSpeech,2
"Com certeza Luladrão ministro . Ministro miojo , só durou três minutos no cargo",hateSpeech,2
"PT nem em cena está , lulaaaa não governa desde 2014 , seus bando de idiota",hateSpeech,2
E o verdevaldo ? ? ?,neutral,0
:mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: Parabéns Ministro pela decisão sensata ! ! !,neutral,0
:coração_vermelho: :coração_vermelho: :coração_vermelho: :coração_vermelho: :coração_vermelho: :coração_vermelho: :coração_vermelho: ️Eu amo muito você vs Experiência com todo meu Respeito a você . Parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns parabéns,neutral,0
Bolsonaroooooooooo,neutral,0
"E tem um Uruguai entre os dois , né ?",neutral,0
Secou a fonte pilantra . Devia estar na cadeia . Esquerdista cara de pau,hateSpeech,2
Por mais colégios militares espalhados pelo Brasil :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
Quem falou isso deve ser um global que não sai do armário :soco: e tem esse desejo :soco: nessa hora que tinha que intervir aqui e botar um merda desse no pau . ...,hateSpeech,2
Safados marxistas,hateSpeech,2
Todo dia essa esquerda quer desmoralizar nosso governo . 🇧 🇷 :coração_verde: :mãos_juntas: 🇧 🇷 :mãos_juntas: :pele_escura:,hateSpeech,2
Merecedor !,neutral,0
"Super merecido ! Parabéns , Professor ! E obrigada por criar os Institutos Federais :coração_vermelho: :coração_vermelho: :coração_vermelho:",neutral,0
A Globo é um.lixo hoje falou o tempo todo acusando o Bolsonaro .. Cadê os 19 governadores da esquerda do Nordeste ? ?,hateSpeech,2
Venceremos a direitalha . Não percam suas esperanças .,hateSpeech,2
:mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: aos Educadores ! !,neutral,0
@USER não entendi o porquê do preconceito com Roraima .,neutral,0
:mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo: 🇧 🇷 🇧 🇷 🇧 🇷 Esse verme tem que voltar pra cadeia !,offensive,1
Sensatez ! :mãos_aplaudindo: 🇧 🇷,neutral,0
Terrivelmente evangélico,hateSpeech,2
"Dilma terrorista ... PT mandou matar , executar o pai do presidente da OAB ... Como é que pode falar de moderação",hateSpeech,2
Vc é o máximo professor :coração_vermelho:,neutral,0
O gado baba de ódio por não terem tamanha sensatez ! ! Ótimo ver o gado convulsionando !,offensive,1
Eu avisei ! ! !,neutral,0
Pilantra vadia,hateSpeech,2
Mimimimimimi PT mimimimimimi PT mimimimimimi,hateSpeech,2
Com certeza :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,neutral,0
E eu tenho pena de vc sua ridícula .,offensive,1
Se fudeu,offensive,1
Oh meus amores,neutral,0
"Precisamos aumentar os colégios militares para outros Estados e cidades , melhor educação e civismo",neutral,0
Mérito de que essa carniça,offensive,1
"E se eles fizerem isso conseguem , porque do outro lado escuta tudo com medinho . Bando de bunda mole ! ! !",offensive,1
Esse velho imbecil envergonha o Brasil .,offensive,1
Esse Lula tá mostrando a cara esse bandido @USER,offensive,1
"Homem doente ! Não entendo a mãe levar num programa desse também , triste",offensive,1
"Qual é o mérito farroupilha ? Porongos ? Até o véio da havan ganhou essa medalha , qual é o critério para recebê-la ?",offensive,1
Olha o Tipo de gente ... braço direito de satã ! ! !,offensive,1
"Parabéns deputada Benedita a senhora tem toda razão , racismo é crime.Esse coronel Tadeu é um verme facista é deve ser responsabilizado pelo ato que cometeu .",hateSpeech,2
É melhor um filho falando o que pensa . Do que um filho ficando rico caladinho .,neutral,0
"Esse tal que falou tamanha asneira a nossa amável ministra , não é um homem e sim animal ! Que Deus te abençoe nessa grande missão !",offensive,1
Que lixo de mulher . Não sabe nem falar . Tenho vergonha de ter sido governado por uma mulher dessas .,offensive,1
"Se ela acha tão bacana o socialismo porque não vai morar na Venezuela , Cuba ou Coreia do Norte ? Hipocrisia ! ! !",hateSpeech,2
Top ! ! !,neutral,0
"@USER papel ridículo que se prestam , cabe um processo nesse jornalista asqueroso , doente e nojento !",offensive,1
Cala esse bueiro de falar merda sua safada,hateSpeech,2
"@USER não estou entendendo ... A Joice que conhecia antes de toda confusão com os bolsonaros certamente iria concordar com ele .. Pois vc sabe bem q a mídia esquerdista é mídia esquerdista em qualquer lugar do mundo , e essa imagem está sendo propagada pela mídia esquerdista ... A mídia conservadora , os conservadores só redor do mundo pensa a mesma coisa q o bolsonaro , q ela é uma pirralha ... Ou vc não acha q ela é uma pirralha , apenas mais um fantoche fabricado pela esquerda ? ?",hateSpeech,2
Véio caduco não pode ser preso .,offensive,1
Não existe gabinete do ódio do lado.debbolsonaro isso é coisa de lula,hateSpeech,2
Esquerdista do cacete,hateSpeech,2
Absurdo,neutral,0
Essa mimadinha quer aparecer ...,offensive,1
"Só os PTRALHAS , lixo do Brasil",hateSpeech,2
Nojo :rosto_vomitando:,offensive,1
"O ódio da esquerda é maior que o seu amor pelo Brasil , vale até quebrar o país se isso prejudicar o Bolsonaro , não importa se o brasileiro se FODE junto , importante é que atrapalharam o Bolsonaro ! !",hateSpeech,2
"Fala de bolsominio : A culpa de tudo é da esquerda , blablabla",hateSpeech,2
Parabéns pra ele mais um não kkkkkkkkk,neutral,0
Esse aí nao vale nada,offensive,1
"Porque Bachelet faz parte da esquerda Hipócrita da América latina . Pergunte se ela tem pena de Cuba , Nicarágua ou da Venezuela . #MicheleBacheletHipócrita",hateSpeech,2
":rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir: cortaram ele na hora kkkk nem deixaram ele continuar explicando , Globolixo",offensive,1
Congresso do cão,offensive,1
O destruidor do futuro !,offensive,1
Mó cara de cu essa mulher ficou depois :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:,offensive,1
Parabéns a todos os trabalhadores envolvidos !,neutral,0
Não estão vendo isso não ... estão vendo que o larápio devia voltar para a cadeia,offensive,1
Hipócrita :rosto_com_símbolos_na_boca: :rosto_com_símbolos_na_boca: :rosto_com_símbolos_na_boca:,offensive,1
Kkkkkkk condenado por caixa 2 pqp nao da uma dentro,offensive,1
"Sem comentários ! ! ! Fez ... e continua fazendo , melhor dizendo ...",neutral,0
Samos todos írmao não gosto di :mãos_aplaudindo: :dois_corações: :coração_decorativo: :coração_decorativo: :coração_decorativo: racista são pessoas sem caráter quê não respeita u próximo não tem diferença do neguinho pra u branquinho,neutral,0
Desculpa mas falar até papagaio fala .. tô nem aí pra ele ! ! Quero saber dos ministros isso sim,neutral,0
Dá-lepeeeepaaaaa :mãos_aplaudindo: :mãos_aplaudindo: :mãos_aplaudindo:,hateSpeech,2
Vagabunda,hateSpeech,2
Para de da ibope pra essa figura,offensive,1
Pura estupidez !,offensive,1
Ele é preso político pq ROUBOU na política . :rosto_zangado: :rosto_zangado: :rosto_zangado:,neutral,0
INIMIDO DO POVO BRASILEIRO ! ! vamos pagar pelos loucos como ele que votaram nele =( ( (,hateSpeech,2
O que precisamos fazer ?,neutral,0
Pirralha ridiculamente comunista !,hateSpeech,2
