text,label,id
Esse cara nunca foi mendigo :olhos: :olhos: :olhos:,2,hateSpeech
So queria ver uns peitos balançando ou uma buceta sendo masturbada ... alguem se dispoe ? retribuo HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,2,hateSpeech
Queria saber oque esse povo besta estão fazendo vendo esse vídeo e pior ainda comentando ... crlho deixa a menina ser feliz ela pelo menos teve coragem de mostrar coisa que muitas gostosonas so da no escuro ... ela esta mostrando o corpo dele em nenhum momento do video vih ela influenciando nenhuma mulher a ser gorda parem de julgar ... Parabéns linda seja oque USER quiser gorda magra quem paga pela sua comida e USER ...,2,hateSpeech
RT USER : Q VIADINHO LINDO VAI SE FODER KAWORU,2,hateSpeech
"É tão engraçado a diferença do poder pro querer , o povo fica tipo “ bichinha , não pode ” eu fico tipo feliz , pq eu sei q escolhi a melhor parte e isso é libertador",2,hateSpeech
Acho que na verdade ela queria era se vingar do corno .. foi direto pra frente da casa dela,2,hateSpeech
UM ABRAÇO BEM GAY PARA USER :rosto_beijando_com_olhos_fechados: :bandeira_branca: :arco-íris: :arco-íris:,2,hateSpeech
"Puta , que , paril , USER é muito virgem , virgem , virgem , virgem , virgem .",2,hateSpeech
"USER é romântico pra poha USER USER com o mendigo . Uma pele macia , quente , uma voz doce e envolvente . Caray o maluco é USER USER",2,hateSpeech
"USER USER OUTRO RETARDADO ? ? ? Primeiro Me manda UMA matéria da jovem pan MENTIROSA . SEGUNDO toma aqui outras fontes MONGOLOIDE , massa de manobra é assim , não sabe verificar sozinho BBC Bolsonarista ! URL FOCUS do time do Ciro URL",2,hateSpeech
500 anos de USER e o USER aqui nada mudo,2,hateSpeech
"Uma palhaçada isUSER , USER no brasil existe isUSER ... como pode alguem que pato os pais ou os filhos poder sair no dia dos pais ! Quanta hipocrisia viu .",2,hateSpeech
"USER USER USER USER Esse cara é o líder das RACHADINHAS . Juntamente com uma perfeita ... O ex acessor dele abriu a boca no trombone , saiu mais sujeira do que esgoto ... Resumindo : é mais um bandido , vagabundo e oportunista , metendo o pau no Presidente !",2,hateSpeech
USER USER USER Estou falando do Salles ter sido ministro do bolsonaro . De ter defendido madeireira ilegal cortando madeira nobre pra vender a preço de pinho nos quintos dos infernos . Vc é muito mal informado pra alguém tão seguro de que sabe de tudo .,2,hateSpeech
"USER Eu nem falei nada só falei do Cgi que inicialmente tava uma merda , os cara veio me atacar por issokkkkkkkk eu só falei fatos",2,hateSpeech
rt USER fez o puto gemer gostoso no pauzão URL,2,hateSpeech
Pode dar aulas pra homens escrotos .,2,hateSpeech
"ele fala bem tudo mais , mas USER USER votou no Bolso , ti fude Givanildo ! ! !",2,hateSpeech
USER voce so gosta d sapatao caminhoeira de cabelo rapado,2,hateSpeech
Vocês não sabem o orgulho que eu tenho vendo uma menina negra virar médica . Um jovem negro virando advogado . Me dá vontade sair na rua e ir pra estrada pagar promessa . HASHTAG,2,hateSpeech
"É um crime hororroso não aceitar que esta é a realidade hoje em dia , crianças lgbts são mais comuns do que pensa , é uma maldade imensuravel pessoas idiotas querendo esconder o preconceito culpando outro alguem que está de fato querendo ajudar , vcs adustos comentando merda nesse anuncio me dão vergonha ! Sinceramente .",2,hateSpeech
USER USER de vampiro gay,2,hateSpeech
USER da vigarice comunavirus esquerda se fudeu já era intervenção militar já nos dois poderes legislativo e judiciário,2,hateSpeech
"USER USER mas eu não falei dele , falo dos doentes USERue saem de casa p apoiar presidente , tem USER lembrar USER ñ tem USER babar ovo de presidente , ja USER ele é USERue tem USER ser funcionário da nação",2,hateSpeech
USER to louca p ver ele em pachinko por isso vi q o personagem eh meio canalha ne veremos,2,hateSpeech
"Meu USER , esse cara é um doente . É um ator e está se vingado do esposo falando detalhes da relação que teve essa pobre mulher . Não conseguiu me convencer com esse teatro . Se ele fosse um homem de caráter , não ficaria com esse discurso . USER , USER e USER ...",2,hateSpeech
USER Ladrão filho de uma puta,2,hateSpeech
"Putinha dos EUA , ultrapassa todos os limites do bom senso",2,hateSpeech
"e a europa COMO SEMPRE SENDO INÚTIL não conseguindo ser autossuficiente é sempre nos que pagamos a conta , e depois querem falar dos países emergentes PILANTRAS URL",2,hateSpeech
JÁ USER USER USER USER ! NÃO TEM UM NEGROOOOOO ! ! ! USER,2,hateSpeech
"O que está no limite é a capacidade do meu saco com o bozo . O que estão esperando para impedir esse louco ? . Entre a falência da Globo e o impeachment do bozo , eu cravo a coluna dois . Fora bozo ! ! !",2,hateSpeech
Gays :rosto_aborrecido: USER fez o mundo pra os homens casarem com mulheres e vice versa ..,2,hateSpeech
"Isso é um desrespeito para nós Brasileiros , não sei quem inventou isso , é ridículo , tinha q ter cadeia perpétua , já q não querem pena de morte",2,hateSpeech
"USER , o cara é mendigo e votou e vai votar novamente em Bolsonaro ? ? ? USER toda essa "" inteligência "" dele foi anulada kkkkk",2,hateSpeech
"USER Isso é uma vergonha para o Brasil , nosso país não é lá dessas coisas mas com esse anuncio piorou , até o futebol tá dentro disso , isso é uma vergonha para o nosso país ! ! !",2,hateSpeech
"Num dos momentos mais triste e terrível do Brasil e do mundo e esse bosta está fazendo campanha e politicagem , e um bando de burros e egoísta apoiando enquanto outros choram pela perda dos seu entes queridos , nesse momento tenho vergonha de ser brasileiro . :rosto_chorando:",2,hateSpeech
"USER USER Vc sabe que o autor desse livro estava drogado quando o escreveu ? O Zeca Dirceu , com família de ladrões , alucina tbém ! :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:",2,hateSpeech
"USER Isso mesmo . Chamem negros de neguim , mandem todos tomar no cu , digam que só tem puta , e não esqueçam de falar das mocreias . Ah e tem que chamar todo mundo de analfabeto funcional com toxoplasmose . A não ser os que acreditam em terra plana e pezao .",2,hateSpeech
USER muie e o diabo yo ..,2,hateSpeech
USER menina chata,2,hateSpeech
"USER não entendo , pq USER USER fica com medo dela ? USER tem homem nessa porra não ...",2,hateSpeech
USER USER USER USER É USER USER QUE USER FALA É USER USER USER NO CU COMO USER USER USER USER USER-SE USER USER DE CREPUSCULO QUEM É USER DESSA MERDA FILME MUSERS PARADO USER SE USER É USER USER FELIPÃO USER USER USER USER USER NO CU,2,hateSpeech
"> > 62753eu estou tentando comer ela , mas tá complicado . ela é virgem e está complicado até de eu passar a mão na buceta dela . essa porra tá muito estranha , acho que vou pagar a foda fora .",2,hateSpeech
"USER USER USER No , porque también asesinan a personas inocentes , muchachos que solo por estar en el lugar equivocado pagan lo que no deben Para eso están las leyes o , acaso tú crees que los policías y militares no son corruptos , sadicos , enfermos mentales ? Crees que no hay de todo allí ?",2,hateSpeech
Homem é um bicho estranho ao mesmo tmp ridículo :rolando_no_chão_de_rir:,2,hateSpeech
USER USER se mancaaaaa eh a miley ze buceta,2,hateSpeech
Todos deveriam sumir do Brasil .. abandonar esse país onde leis protegem bandidos,2,hateSpeech
A juiza é pilantra igual a Sergio USER quer impor a lei da mordaça ameaçando e obrigado o rél o expresidente Lula a ficar calado Armação geral do judiciario partidario de Curitiba de Sergio USER,2,hateSpeech
USER Seus bando de ladrões . HASHTAG,2,hateSpeech
Não esse tipo de viadoh tosco :rosto_nauseado: :rosto_vomitando: URL,2,hateSpeech
suma logo seu insuportável do cacete vai se fuder ome macho chato da porra ta na hr de tirar meu nome da boca ja que eu sou tão lixo como dizes,2,hateSpeech
"As leis do Brasil , para este caso , são porcas !",2,hateSpeech
"O comunismo deveria ser criminalizado USER pois escraviza o próprio povo : USER trabalha pro governo , compra do governo , não pode morar onde quer , nem trabalhar onde quer e muito menos deixar o país . É um grande presídio !",2,hateSpeech
USER Jajajaja no le gusto lo que le dije que me bloqueo hahaha parece bicha :rosto_chorando_de_rir: :rolando_no_chão_de_rir:,2,hateSpeech
USER USER USER este hijueputa guerrilero ... Negriando a la humilde feminazi ...,2,hateSpeech
"estou impressionado com a maldade dos canceladores porque eles sabem que nem o USER nem o USER estavam defendendo o nazismo . Eu confesso que não gosto nem do USER nem do USER , mas mentir pra prejudicar eles seria algo atormentador . Cuidado a todos que defendem essa hipócrita cultura de cancelamento ; um dia serão atacados por ela .",2,hateSpeech
"Precisamos sim falar sobre isso ... USER É USER , ASSIM COMO COMUNISMO . em poucos minutos de pesquisa qualquer um descobre que o USER USER matou tanto quanto ou até mais que o próprio nazismo , Condenar um e relativizar outro é hipocrisia !",2,hateSpeech
"USER USER Kakakakakak esse povo no Br só escuta sertanojo , bregafunk e todas essas porcarias , por isso nao conhece musica de verdade .",2,hateSpeech
"Alguém tem o link pro "" Orgia de Traveco "" original ? N consigo mais achar",2,hateSpeech
"O cara transou com a mulher do outro e ainda cita Deus . Pra mim isso é hipocrisia igual dizer : eu sou o mais humilde da festa . USER que se solidarizou , por favor tenha pena de como a situação de rua destrói alguém , e não do pecador em sí . Não estou dizendo para jogar pedras , estou pedindo que deixe de ser influenciado e reconheça o vitimismo onde há .",2,hateSpeech
"Não justifica a agressão . ! ! ! Mas infelismente nunca na história das eleições deste país , alguém plantou tanto ódio na própria população . Idiotas partidários ferram esta nação . Um preso sendo cogitado como presidente , o outro , um omisso e corrupto sem preparo algum sendo ovacionado . Um belo combustível para subletrados fazerem o caos no país . Não se trata de partido , mas bom senso e coerência entre esquerda e direita . Alimentamos divisões de todas as formas nesta nação . Enquanto não olharmos para o próximo , e ve-lo como ser humano , estaremos fadados a isso . Lastimável ! ! !",2,hateSpeech
"USER USER veja os videos do mito , o babaca .",2,hateSpeech
"USER Os caminhoneiros estão na merda , Bolsonaro não está nem aí o diesel caríssimo e tem caminhoneiros ainda apoiando o Bolsonaro , essa turma tem mais é que se foder tem que pagar o diesel a 10 reais o litro para pastar no mato . Típico de pessoas sem inteligência .",2,hateSpeech
"pois é , decaiu depois de sofrer uma lavagem cerebral das feministas",2,hateSpeech
Bandidos nojentos,2,hateSpeech
Como explicar pras crianças USER é lgbt ? Que porra é essa bk ?,2,hateSpeech
"USER KAKAKAKKAKAA PORRA , ELA Q MORRA MN , EU EINN PALHAÇADA , TU É PERFEITA MN VSF",2,hateSpeech
Que homem ridículo,2,hateSpeech
E o bonde da Chatuba neguinho .. Beira mar falo ossama so eu o selcinho choro ue se fudeu .. e o barato e louco e o processo e lento liberdade pros ja pros irmão do sofrimento :bíceps: :pele_morena_escura: :mãos_juntas: :pele_morena: :quimono_de_artes_marciais: :quimono_de_artes_marciais: :rosto_de_urso: :rosto_de_urso: :bandeira_triangular: :bandeira_triangular: :cadeado_fechado_com_chave: :cadeado: :mãos_para_cima: :pele_morena_escura: HASHTAG,2,hateSpeech
"USER me mando un link todo raro , no me termine de meter , se mando solo y ya hay como 8 personas preguntándome que qué es eso , que pena marica , cómo se te ocurre",2,hateSpeech
"O povo é estuprado por esse governo de merda todo dia , aí quando tem a chance de economizar um pouco , vem o empresário filho da puta que vive de vender produto merda pra tentar acabar com isso ... URL",2,hateSpeech
"Achei foi pouco , homem escroto !",2,hateSpeech
"É importante dizer uma coisa : Nem sempre a pratica acompanha os discursos . O comunismo por exemplo , fala de uma tal "" igualdade "" , um mundo utópico , mas a verdade é que o USER foi e é o sistema que mais matou e mata . Os países da América do Sul estão passando por essa desgraça . De ontem para hoje , centenas de pessoas que se disseram ofendidas pela fala do Monark , horas depois publicaram em suas redes sociais "" USER matou foi pouco "" , ou seja , uma hipocrisia absurda : Indignação por um sistema maldito que matou 6 milhões , mas exaltando outro sistema maldito que matou 100 milhões . Lembrando que o comunismo matou negros , gays , mulheres , crianças , cristãos etc . Todos esses sistema de poder são USER ! Todos só espalharam morte nessa terra .",2,hateSpeech
Retardada,2,hateSpeech
Essa mulher vai encarar a realidade um dia ! Se aproveitando da fragilidade de um homem carente e muito carnal . Pois isso é totalmente abominável aos olhos de Deus . Mulher carnal sem Deus ! Maligna possuída por um espírito de prostituição .,2,hateSpeech
Que vergonha esse pais só tem gay,2,hateSpeech
"Inacreditável que as pessoas aqui nos comentários vejam o cara expor a mulher dizendo em detalhes pornográficos o que ele fez com ela e ainda insistam nessa balela que o cara "" respeita as mulheres "" . O cara que fez gestos obscenos para uma menor ( a filha da mulher em questão ) ! O povo brasileiro nasceu para ser feito de idiota , não é possível !",2,hateSpeech
Caramba que história louca,2,hateSpeech
"Se perder a liberdade é tão ruim qt perder a vida , que tipo de saidinha têm as vítimas ? Esse povo de mitsubish , óculos escuros , bem vestidos , essa ordinária parece uma madame . Mas tem a moral mais suja que uma foça . É óbvio que está errada essa filosofia ! Poxa ! E daí se eles vão ter a sensação sação de estar perdendo a vida ? O que se planta se colhe . USER não pensaram antes de fazer akela atrocidade . Tinham sim , que sair pra limpar valeta e voltar . Somente .",2,hateSpeech
"A MULHER COM DIGUINIDADE E TER UM BOM CARATER , NAÕ VOTA NO CANALHA MULHERES VAGABUNDA E SEM VERGONHA VOTA NELE . URL",2,hateSpeech
"USER tinha que voltar , Ele não é nazista quem fica falando isso e USER",2,hateSpeech
Não podemos deixar a esquerda Tomar gosto não podemos deixar q eles pensem em voltar ao poder nois somos em 212 milhões de brasileiro não podemos perder nosso país para meia dúzia de vagabundos que nunca trabalharam ou lutaram pelo BR são parasitas inúteis URL,2,hateSpeech
"USER USER USER USER USER USER USER USER Dejen de tomarse fotos y TRABAJEN DE VERDAD , no sean ridículos . Pasarán a la historia como el gobierno más nefasto que ha existido .",2,hateSpeech
puta,2,hateSpeech
"anac : mete o pau nas meninas also anac : ai olha aí a última vez que falei delas , faz séculos ana caroline hoje :",2,hateSpeech
Tinha que ter alguém pra peita a Jojo USER,2,hateSpeech
Como e que pode tantas pessoas sabendo como ta o pais com essa doenca ainda se reúne uma mutidao dessa ! E revoltante porque agente faz nossa parte pra nao ficar pior do que ja ta ! E esse povo tudo junto da raiva é pra ver se acaba com o resto do país !,2,hateSpeech
"USER Culpa de voces que apoiaram brilhante ustra , idiotas",2,hateSpeech
mendigo votando no bolsonaro é o poste mijando no cachorro kkkkkkkkkkkk,2,hateSpeech
USER CARA EU TO MT FODIDO É TRISTANA MIDASDBASDIHASJBODSADAS URL,2,hateSpeech
USER ela não pede dados para comprovar que a educação brasileira é uma merda . Ela pediu claramente os dados para que pudessem discutir sobre a EVOLUÇÃO da educação . USER defende que n há evolução baseado no senso comum .. ela só pede que ele se fundamente em algo mais concreto .,2,hateSpeech
"Já estou cansado deste papo que a politica não pode ser polarizada , KARALHO política é polarizada em qualquer lugar onde há eleiçôes democráticas , USER por exemplo . Este rapaz como comunicador é uma USER , ele só tem a sua própria e pobre opinião nada de dados reais , opinião é igual a CÚ cada um tem o seu .",2,hateSpeech
A mulher e que é doida mesmo kkk,2,hateSpeech
Povo idiota de seguir um louco sem noção,2,hateSpeech
gay baitola nao falou nada,2,hateSpeech
RT USER : Será q quando o bang chan pinta a própria unha fica tudo cagado como quando eu pinto minha própria unha ?,2,hateSpeech
"“ Não usa porque é do veado no jogo do bixo :rosto_chorando_aos_berros: :rosto_chorando_aos_berros: :rosto_chorando_aos_berros: :rosto_sorridente_com_lágrima: :rosto_furioso: :rosto_furioso: :rosto_furioso: :rosto_soltando_vapor_pelo_nariz: :rosto_soltando_vapor_pelo_nariz: :rosto_soltando_vapor_pelo_nariz: ” Agora me explica craque , qual a conexão do veado com a Homossexualidade ? Que discussão besta do caralho . URL",2,hateSpeech
"Piranha do krl , n deixa claro nada q épra fazer no trabalho",2,hateSpeech
"toda hr da uma queda de luz , vai acabar queimando minhas coisas nessa porra :rosto_furioso:",2,hateSpeech
Olha os minions ai minha gente kkkkk vergonha :rosto_chorando_de_rir:,2,hateSpeech
"Ok , pero inumaki haciendo el discurso maldito en jjk 0 * $ ) HASHTAG URL",2,hateSpeech
"RT USER : USER Nossa que cara ridículo ! ! ! Insuportável , não consigo nem ouvir mais a voz desse mala ! ! !",2,hateSpeech
Esse comercial é mó de boa USER ... Eu pensando que haveria um suquinho de laranja ai ( USER ° ͜ʖ USER ° ) AHHH QUE DELICIA USER ! ! ! USER : Só tenho a agradecer a O Boticário pelas ppks que consegui com a ajuda desses perfumes ;D kkk,2,hateSpeech
USER USER USER E leva a cria do demônio Filho de Bolsonaro Zema pra Puta que o Putim,2,hateSpeech
"lembrei uma vez que eu dei um chute na clavicula de um muleke de 10 anos quando eu tinha 8 , essa bichona foi correr pra diretora , ai ela "" pq vc fez isso ? "" "" e eu , pergunta pra ele que ta me incomodando "" ai ele teve que contar que tava me incomodando e a diretora ficou puta com ele",2,hateSpeech
Son tan retardados los hombres,2,hateSpeech
Ngayon ko lang narealize medyo maldita pala ako hahaq oki pake ko putangina,2,hateSpeech
"USER Claroooo , los burros se buscan para rascarse , y los orangutanes también . URL",2,hateSpeech
USER USER diga isto para a aids herpes lúpus seu lixo desgraçado gay gayzao bixona,2,hateSpeech
"USER USER de Araujo USERu negro e moro na favela o medo meu amigo é morrer na mao de vagabundo hj em dia , e USER digo que é melhor jair se acostumando",2,hateSpeech
"Parem de hipocrisia seus canalhas , USER aconselham o uso de máscaras mais no entanto suas equipes de repórteres trabalham sem proteção alguma ! O dia de vocês tá chegando !",2,hateSpeech
"Quero ver fazer um vídeo respeitando os pais e os mais velho isso sim , é ensinar , uma criança , , , ensine os caminhos nos bons costumes , , pais horríveis ... USER USER tem que brincar se divertir , , , não coloquem coisas erradas nas cabecinhas delas .. pessimo",2,hateSpeech
FORA NAZIS ! ! !,2,hateSpeech
USER Eres un hipócrita Eugenio Derbez te están pagando con darte este programa tus patrocinadores Daniel Servidje y Claudio X González . URL,2,hateSpeech
"O cara só fala merda , só pensa merda e ainda a culpa dele ser esse merda é do povo .",2,hateSpeech
"USER Pero los burros de los ministros siguen mal gastando el dinero en los penales con esas lacras antisociales , según ellos estos sujetos cambiaran de mentalidad , pero no , ellos ya estan enfermos .",2,hateSpeech
"USER USER Paguem o Lula , seus Verme Lavajateiros Vagabundos . Quebraram Economia , elegeram Psicopata , Moro Capanga da Milícia e vem falar em Sistema ? Pilantra provinciano da extrema direita vai p lixeira da história ! Nenhum dinheiro paga a Destruição que a Fraude da Lava Golpe causou !",2,hateSpeech
"USER :rolando_no_chão_de_rir: :rolando_no_chão_de_rir: :rolando_no_chão_de_rir: o vagabundo cachaceiro , vai perder no primeiro turno , se não houver roubo . O Brasil tem nojo desse bandido cachaceiro , vagabundo , mentiroso . Esse bosta não representa brasileiros , apenas militantes pão com mortadela , pagos .",2,hateSpeech
":brilhos: papo de sobria :brilhos: comeca agr 1 ° topico nenhum beijo é melhor que o seu me odeio por pensar em vc em todos os beijos mas acho que estou de te ao meu lado 2 ° topico odeio multidões hj foi dificil superar você me ajudaria , igual me ajuda em todos os meu medos fudeo fml xonei",2,hateSpeech
USER e seu papo de maconheiro,2,hateSpeech
Esa vieja realmente está para decirle MARICA YAAAAAA ! !,2,hateSpeech
USER Esse mano n parece aquele H * tler Bahiano ?,2,hateSpeech
"Não tem dinheiro q essa mulher , ela é terrível não vai ter homem q a suporte",2,hateSpeech
"USER Normal dos porcos imundos , raça maldita",2,hateSpeech
Quando você dizer que a USER condena o homosexualismo USER ou vídeo do USER Neto - homofobia,2,hateSpeech
Fui separa a briga do Rafael ontem tô com pé fudido de novo kkkk mas confesso que eu gostei q o Rafah pegou ele .. viadinho poc poc nunca mas iria fazer fofoca de ninguém .,2,hateSpeech
"USER ? ? É nojento amar ? ? SUSERrio isso ? Eu tenho nojo sabe doq ? USER de gente como USER que falam merda em nome de USER , USER nao tem nada haver com a nss sexualidade meu amor , USER USER pq USER gosta de homem ou mulher que USER vai pro inferno nao . Queremos respeito e nao ter mais medo de coisas simples que nao deveríamos passar no nosso dia a dia , temos medo de nao poder chegar vivos em casa , temos medo de não poder segurar a mão da pessoa q a gente ama na rua . Temos MEDO , MEDO DE PESSOAS USER USER , que fica distribuindo ódio",2,hateSpeech
da série ninguém respeita versão : os argentinos :rosto_chorando_de_rir: :rosto_chorando_de_rir: :rosto_chorando_de_rir:,2,hateSpeech
Não precisava isso essa mulher é louca,2,hateSpeech
"USER y PUS NO PUDISTE ! ESTAMOS HUNDIDOS EN MAS POBREZA , MAS DEUDA Y EN PURAS MENTIRAS QUE TE INVENTAS A DIARIO . ERES LO PEOR QUE LE PUDO HABER PASADO A MEXICO . CRIMINAL CORRUPTO Y TUS HIJOS Y TUS AMIGOTES QUE TE LAMEN LOS HUEVOS A DIARIO",2,hateSpeech
Não sei pq tanto drama dessa louca,2,hateSpeech
rt USER mas antes eu só queria dizer : o entrosamento da tandara com a roberta é foda demais ! ! ! bernadinho foi burro .,2,hateSpeech
"Esse país nosso é uma piada . Tanta imoralidade acontece e que passa despercebido e uma opinião que ninguém gosta , mais foi o pensamento dos entrevistados , é brutalmente censurado . Vamos tirar a palavra hipocrisia do dicionário .",2,hateSpeech
essa bixa precisa de um outfit RÁPIDO . Não tem como ser feia e mal vestida URL,2,hateSpeech
"Não perca seu tempo discutindo com aqueles que foram roubados por 1️⃣6️⃣ anos e , ainda , torcem pela volta dos ladrões ! ! ! :rosto_com_a_mão_sobre_a_boca: USER",2,hateSpeech
USER USER essa USER de 13anos virgem ' - ',2,hateSpeech
HASHTAG essa mulher é um monstro como ela pode culpar uma criança pela irresponsabilidade dela e sair dos quintos dos infernos para atormentar o menino de novo já não basta ter abandonado ele na infância,2,hateSpeech
"Esse cara é doido igual a mulher , o carro é branco , que pohha de carro vermelho é esse q ele viu ? Será q ele comeu outra mulher casada na cidade ? USER",2,hateSpeech
vai toma no cu gringo se manca URL,2,hateSpeech
"Vagabundo , picareta , é esta gente que explora o povo , ele oferece a desgraça junto com seus políticos corruptos e seletivos da eleite exploradora .",2,hateSpeech
USER corNAO,2,hateSpeech
Essas carretas vai sair cheia de comida pra dar pros pobre ou isso ai é pra apoiar o ladrão do Bolsonaro,2,hateSpeech
Mulher maluca sem noção . USER dessa marmota . É bem capaz que ela seija a ganhadora da Fazenda . fazendo esse show todos . comemorando as falhas dos outros .,2,hateSpeech
"Um louco na presidência , e um monte de pessoas sem noção apoiando , agora sim vamos virar um Cuba ou pior que a Venezuela",2,hateSpeech
"A guerra na Ucrânia e o desejo de vingança do populista Lula tem o efeito de desmascarar os inteligentinhos de plantão , essa esquerda do bem . Um bando de canalhas e corruptos . É uma gente má .",2,hateSpeech
"MULHER : É frágil , mas não otária . É sensível , mas não idiota . É fresca , mas não covarde . É fraca , mas não burra .",2,hateSpeech
"171 ele se esforçar demais para mostra que é falante , acho que ele combina perfeito com a :homem_e_mulher_de_mãos_dadas: os Dois não batem bem da cachola !",2,hateSpeech
